valid_at,sensor_id,pm2p5_x,pm2p5_y,pm1,pm10,no,no2,o3,co,relative_humidity,temperature,pressure,wind_speed,rain
2021-03-15 03:00:00,FEC01,12.1641666666667,3.0,9.485,16.83,26.0533333333333,18.4875,140.7675,117.106666666667,62,10.2,1025.2,1.8,0.0
2021-03-15 03:00:00,FEC02,7.40666666666667,3.0,3.245,15.7925,10.3891666666667,20.075,173.245,100.845833333333,62,10.2,1025.2,1.8,0.0
2021-03-15 04:00:00,FEC02,7.5025,3.4,3.42,23.8225,10.845,20.5425,162.010833333333,84.8933333333334,65,9.4,1024.9,0.0,0.0
2021-03-15 04:00:00,FEC01,9.54666666666667,3.4,7.3525,17.7316666666667,26.5225,17.4191666666667,134.5925,102.646666666667,65,9.4,1024.9,0.0,0.0
2021-03-15 05:00:00,FEC01,10.8358333333333,3.2,8.03583333333333,12.7125,27.1941666666667,17.2641666666667,135.185,104.623333333333,64,9.2,1024.6,1.8,0.0
2021-03-15 05:00:00,FEC02,8.06833333333334,3.2,3.82916666666667,16.005,10.8283333333333,20.5391666666667,166.78,88.9641666666667,64,9.2,1024.6,1.8,0.0
2021-03-15 06:00:00,FEC01,11.9433333333333,3.3,10.3533333333333,17.67,38.2708333333333,21.5766666666667,131.2425,142.270833333333,67,8.6,1024.8,1.8,0.0
2021-03-15 06:00:00,FEC02,8.47083333333333,3.3,3.95666666666667,22.6541666666667,18.4541666666667,23.8308333333333,158.2125,140.786666666667,67,8.6,1024.8,1.8,0.0
2021-03-15 07:00:00,FEC02,11.235,5.7,4.89083333333333,23.125,27.7216666666667,35.3533333333333,139.043333333333,234.185833333333,69,8.1,1024.5,1.8,0.0
2021-03-15 07:00:00,FEC01,13.0725,5.7,12.4725,15.9391666666667,47.79,29.8516666666667,120.050833333333,245.695833333333,69,8.1,1024.5,1.8,0.0
2021-03-15 08:00:00,FEC02,15.5916666666667,15.9,5.28666666666667,62.7633333333333,44.0883333333333,41.1225,134.246666666667,272.203333333333,56,11.1,1024.7,0.0,0.0
